"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23419","SearchQuotationID","Default Suite","Tue Dec 03 10:06:09 ICT 2024","passed","Tue Dec 03 10:06:33 ICT 2024","TestCase.PageFactory.createCFSInboundButton","untitled","TestCase.PageFactory.createCFSInboundButton","SearchQuotationID"
